regional,opco_area,province_code,province_desc,district_code,district_desc,brand,material_code,material_desc,delivery_type,baseunit_of_measure,shipto,shipto_desc,soldto,soldto_desc,plant,plant_name,area_name,segment,segment_material,quantity,revenue,incoterm,date
AREA 5,ST,1040,MALUKU UTARA,104002,KOTA TERNATE,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLF,ZAK,WH-1040-01,Gudang Maluku Utara 01,SD-1040-03,PT Distributor Maluku Utara 03,PL-005,Pabrik Pangkep,AREA 91 MALUKU UTARA,FB,Retail Bag,114.42,138109860,Delivery,2026-05-12
AREA 3,SBI,1017,KEPULAUAN BANGKA BELITUNG,101701,KABUPATEN BANGKA,Tecton,MAT001,Tecton Semen Portland Tipe I,ZLC,ZAK,WH-1017-02,Gudang Kepulauan Bangka Belitung 02,SD-1017-01,PT Distributor Kepulauan Bangka Belitung 01,PL-003,Pabrik Narogong,AREA 28 BANGKA BLTNG,MB,Retail Bag,104.76,121734681,Delivery,2026-05-12
AREA 1,SP,1011,SUMATERA UTARA,101101,KABUPATEN DELI SERDANG,Fonda,MAT001,Fonda Semen Portland Tipe I,ZLC,ZAK,WH-1011-01,Gudang Sumatera Utara 01,SD-1011-01,PT Distributor Sumatera Utara 01,PL-001,Pabrik Indarung,AREA 06 BINJAI,MB,Retail Bag,119.25,113634279,Pickup,2026-05-12
AREA 1,SP,1011,SUMATERA UTARA,101102,KOTA MEDAN,Fonda,MAT002,Fonda Semen PCC Premium,ZLF,ZAK,WH-1011-01,Gudang Sumatera Utara 01,SD-1011-02,PT Distributor Sumatera Utara 02,PL-001,Pabrik Indarung,AREA 05 MEDAN,MB,Retail Bag,41.95,47809450,Pickup,2026-05-12
AREA 4,SG,1031,KALIMANTAN TENGAH,103102,KOTA PALANGKA RAYA,Vanguard,MAT001,Vanguard Semen Portland Tipe I,ZLFP,ZAK,WH-1031-01,Gudang Kalimantan Tengah 01,SD-1031-01,PT Distributor Kalimantan Tengah 01,PL-004,Pabrik Tuban,AREA 63 PALANGKARAYA,MB,Retail Bag,16.99,21142033,Delivery,2026-05-12
AREA 1,SP,1014,KEPULAUAN RIAU,101401,KABUPATEN BINTAN,Fonda,MAT003,Fonda Semen Tecton Khusus,ZLC,ZAK,WH-1014-02,Gudang Kepulauan Riau 02,SD-1014-02,PT Distributor Kepulauan Riau 02,PL-001,Pabrik Indarung,AREA 17 KEP. RIAU,FB,Retail Bag,117.39,149318201,Pickup,2026-05-12
AREA 5,ST,1030,KALIMANTAN SELATAN,103003,KOTA BANJAR BARU,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLFP,ZAK,WH-1030-02,Gudang Kalimantan Selatan 02,SD-1030-01,PT Distributor Kalimantan Selatan 01,PL-005,Pabrik Pangkep,AREA 65 BANJARMASIN,MB,Retail Bag,42.68,49057672,Delivery,2026-05-12
AREA 5,ST,1042,PAPUA BARAT,104202,KOTA SORONG,Atlas,MAT004,Atlas Semen Portland Komposit,ZLF,BAG,WH-1042-01,Gudang Papua Barat 01,SD-1042-02,PT Distributor Papua Barat 02,PL-005,Pabrik Pangkep,AREA 93 MANOKWARI,FB,Retail Bag,61.74,75133999,Delivery,2026-05-12
AREA 5,ST,1028,NUSA TENGGARA TIMUR,102801,KABUPATEN KUPANG,Atlas,MAT004,Atlas Semen Portland Komposit,ZLFP,BAG,WH-1028-02,Gudang Nusa Tenggara Timur 02,SD-1028-03,PT Distributor Nusa Tenggara Timur 03,PL-005,Pabrik Pangkep,AREA 90 KUPANG,MB,Retail Bag,112.7,110338484,Pickup,2026-05-12
AREA 3,SBI,1023,JAWA TENGAH,102301,KABUPATEN BANYUMAS,Tecton,MAT004,Tecton Semen Portland Komposit,ZLFP,ZAK,WH-1023-02,Gudang Jawa Tengah 02,SD-1023-02,PT Distributor Jawa Tengah 02,PL-003,Pabrik Narogong,AREA 42 PURWOKERTO,MB,Retail Bag,144.79,181912997,Pickup,2026-05-12
AREA 4,SG,1029,KALIMANTAN BARAT,102901,KABUPATEN KUBU RAYA,Vanguard,MAT002,Vanguard Semen PCC Premium,ZSLF,ZAK,WH-1029-02,Gudang Kalimantan Barat 02,SD-1029-01,PT Distributor Kalimantan Barat 01,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,MB,Retail Bag,87.82,105792187,Pickup,2026-05-12
AREA 5,ST,1034,SULAWESI BARAT,103401,KABUPATEN MAJENE,Atlas,MAT004,Atlas Semen Portland Komposit,ZLF,ZAK,WH-1034-02,Gudang Sulawesi Barat 02,SD-1034-02,PT Distributor Sulawesi Barat 02,PL-005,Pabrik Pangkep,AREA 75 POLEWALI MDR,FB,Retail Bag,108.77,104802287,Pickup,2026-05-12
AREA 2,SMBR,1019,LAMPUNG,101901,KABUPATEN LAMPUNG SELATAN,Monolith,MAT003,Monolith Semen Tecton Khusus,ZSLF,BAG,WH-1019-02,Gudang Lampung 02,SD-1019-02,PT Distributor Lampung 02,PL-002,Pabrik Baturaja,AREA 29 BANDAR LMPNG,MB,Retail Bag,76.25,90757248,Delivery,2026-05-12
AREA 5,ST,1036,SULAWESI TENGAH,103602,KOTA PALU,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,ZAK,WH-1036-02,Gudang Sulawesi Tengah 02,SD-1036-03,PT Distributor Sulawesi Tengah 03,PL-005,Pabrik Pangkep,AREA 81 PALU,FB,Retail Bag,57.41,60094089,Delivery,2026-05-12
AREA 5,ST,1043,KALIMANTAN UTARA,104301,KABUPATEN BULUNGAN,Atlas,MAT004,Atlas Semen Portland Komposit,ZLF,BAG,WH-1043-02,Gudang Kalimantan Utara 02,SD-1043-03,PT Distributor Kalimantan Utara 03,PL-005,Pabrik Pangkep,AREA 70 TARAKAN,MB,Retail Bag,99.2,124922163,Pickup,2026-05-12
AREA 1,SP,1013,RIAU,101301,KABUPATEN KAMPAR,Fonda,MAT004,Fonda Semen Portland Komposit,ZSLF,BAG,WH-1013-01,Gudang Riau 01,SD-1013-01,PT Distributor Riau 01,PL-001,Pabrik Indarung,AREA 15 KAMPAR,MB,Retail Bag,37.39,39157761,Pickup,2026-05-12
AREA 5,ST,1033,SULAWESI SELATAN,103302,KOTA MAKASSAR,Atlas,MAT003,Atlas Semen Tecton Khusus,ZSLF,BAG,WH-1033-01,Gudang Sulawesi Selatan 01,SD-1033-03,PT Distributor Sulawesi Selatan 03,PL-005,Pabrik Pangkep,AREA 72 MAKASSAR,FB,Retail Bag,146.35,159665947,Pickup,2026-05-12
AREA 3,SBI,1023,JAWA TENGAH,102302,KOTA SEMARANG,Tecton,MAT001,Tecton Semen Portland Tipe I,ZLFP,ZAK,WH-1023-01,Gudang Jawa Tengah 01,SD-1023-01,PT Distributor Jawa Tengah 01,PL-003,Pabrik Narogong,AREA 43 SEMARANG,FB,Retail Bag,41.78,50314985,Pickup,2026-05-12
AREA 3,SBI,1020,BANTEN,102001,KABUPATEN TANGERANG,Omnicore,MAT004,Omnicore Semen Portland Komposit,ZLFP,BAG,WH-1020-01,Gudang Banten 01,SD-1020-01,PT Distributor Banten 01,PL-003,Pabrik Narogong,AREA 33 BANTEN,MB,Retail Bag,72.21,89032474,Pickup,2026-05-12
AREA 5,ST,1030,KALIMANTAN SELATAN,103001,KABUPATEN BANJAR,Atlas,MAT001,Atlas Semen Portland Tipe I,ZSLF,BAG,WH-1030-01,Gudang Kalimantan Selatan 01,SD-1030-02,PT Distributor Kalimantan Selatan 02,PL-005,Pabrik Pangkep,AREA 65 BANJARMASIN,FB,Retail Bag,138.82,139810064,Delivery,2026-05-12
AREA 5,ST,1039,MALUKU,103901,KABUPATEN MALUKU TENGAH,Atlas,MAT004,Atlas Semen Portland Komposit,ZLFP,ZAK,WH-1039-01,Gudang Maluku 01,SD-1039-03,PT Distributor Maluku 03,PL-005,Pabrik Pangkep,AREA 92 MALUKU,MB,Retail Bag,47.67,49013149,Pickup,2026-05-12
AREA 5,ST,1032,KALIMANTAN TIMUR,103201,KABUPATEN KUTAI KARTANEGARA,Atlas,MAT004,Atlas Semen Portland Komposit,ZSLF,ZAK,WH-1032-01,Gudang Kalimantan Timur 01,SD-1032-01,PT Distributor Kalimantan Timur 01,PL-005,Pabrik Pangkep,AREA 68 SAMARINDA,MB,Retail Bag,29.03,27776920,Delivery,2026-05-12
AREA 4,SG,1029,KALIMANTAN BARAT,102902,KOTA PONTIANAK,Primebase,MAT001,Primebase Semen Portland Tipe I,ZLF,ZAK,WH-1029-02,Gudang Kalimantan Barat 02,SD-1029-03,PT Distributor Kalimantan Barat 03,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,MB,Retail Bag,50.88,48789595,Delivery,2026-05-12
AREA 2,SMBR,1016,SUMATERA SELATAN,101602,KOTA PALEMBANG,Monolith,MAT003,Monolith Semen Tecton Khusus,ZLF,ZAK,WH-1016-02,Gudang Sumatera Selatan 02,SD-1016-02,PT Distributor Sumatera Selatan 02,PL-002,Pabrik Baturaja,AREA 25 PALEMBANG,MB,Retail Bag,40.49,52266233,Pickup,2026-05-12
AREA 4,SG,1026,BALI,102602,KOTA DENPASAR,Primebase,MAT004,Primebase Semen Portland Komposit,ZLF,BAG,WH-1026-02,Gudang Bali 02,SD-1026-03,PT Distributor Bali 03,PL-004,Pabrik Tuban,AREA 57 DENPASAR,FB,Retail Bag,133.13,155492644,Pickup,2026-05-12
AREA 5,ST,1034,SULAWESI BARAT,103403,KABUPATEN POLEWALI MANDAR,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,ZAK,WH-1034-01,Gudang Sulawesi Barat 01,SD-1034-03,PT Distributor Sulawesi Barat 03,PL-005,Pabrik Pangkep,AREA 75 POLEWALI MDR,FB,Retail Bag,82.62,92528038,Pickup,2026-05-12
AREA 3,SBI,1024,DI YOGYAKARTA,102402,KOTA YOGYAKARTA,Omnicore,MAT004,Omnicore Semen Portland Komposit,ZSLF,BAG,WH-1024-02,Gudang Di Yogyakarta 02,SD-1024-01,PT Distributor Di Yogyakarta 01,PL-003,Pabrik Narogong,AREA 47 YOGYAKARTA,FB,Retail Bag,54.36,59929018,Delivery,2026-05-12
AREA 4,SG,1026,BALI,102601,KABUPATEN BADUNG,Primebase,MAT003,Primebase Semen Tecton Khusus,ZLF,ZAK,WH-1026-01,Gudang Bali 01,SD-1026-03,PT Distributor Bali 03,PL-004,Pabrik Tuban,AREA 57 DENPASAR,MB,Retail Bag,132.6,158598882,Pickup,2026-05-12
AREA 5,ST,1032,KALIMANTAN TIMUR,103203,KOTA SAMARINDA,Atlas,MAT004,Atlas Semen Portland Komposit,ZLC,ZAK,WH-1032-02,Gudang Kalimantan Timur 02,SD-1032-02,PT Distributor Kalimantan Timur 02,PL-005,Pabrik Pangkep,AREA 68 SAMARINDA,FB,Retail Bag,70.27,83650462,Delivery,2026-05-12
AREA 1,SP,1014,KEPULAUAN RIAU,101401,KABUPATEN BINTAN,Fonda,MAT001,Fonda Semen Portland Tipe I,ZLFP,BAG,WH-1014-02,Gudang Kepulauan Riau 02,SD-1014-01,PT Distributor Kepulauan Riau 01,PL-001,Pabrik Indarung,AREA 17 KEP. RIAU,FB,Retail Bag,92.38,89133859,Pickup,2026-05-12
AREA 5,ST,1032,KALIMANTAN TIMUR,103202,KOTA BALIKPAPAN,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLF,ZAK,WH-1032-02,Gudang Kalimantan Timur 02,SD-1032-02,PT Distributor Kalimantan Timur 02,PL-005,Pabrik Pangkep,AREA 67 BALIKPAPAN,FB,Retail Bag,95.05,91382685,Pickup,2026-05-12
AREA 4,SG,1029,KALIMANTAN BARAT,102902,KOTA PONTIANAK,Vanguard,MAT002,Vanguard Semen PCC Premium,ZLF,BAG,WH-1029-01,Gudang Kalimantan Barat 01,SD-1029-01,PT Distributor Kalimantan Barat 01,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,MB,Retail Bag,60.0,73838280,Pickup,2026-05-13
AREA 1,SP,1013,RIAU,101301,KABUPATEN KAMPAR,Fonda,MAT003,Fonda Semen Tecton Khusus,ZLC,BAG,WH-1013-01,Gudang Riau 01,SD-1013-03,PT Distributor Riau 03,PL-001,Pabrik Indarung,AREA 15 KAMPAR,MB,Retail Bag,78.63,76889918,Delivery,2026-05-13
AREA 3,SBI,1024,DI YOGYAKARTA,102401,KABUPATEN SLEMAN,Omnicore,MAT002,Omnicore Semen PCC Premium,ZLC,ZAK,WH-1024-01,Gudang Di Yogyakarta 01,SD-1024-01,PT Distributor Di Yogyakarta 01,PL-003,Pabrik Narogong,AREA 47 YOGYAKARTA,FB,Retail Bag,79.43,80481812,Delivery,2026-05-13
AREA 3,SBI,1017,KEPULAUAN BANGKA BELITUNG,101701,KABUPATEN BANGKA,Kinetiq,MAT001,Kinetiq Semen Portland Tipe I,ZLC,BAG,WH-1017-01,Gudang Kepulauan Bangka Belitung 01,SD-1017-03,PT Distributor Kepulauan Bangka Belitung 03,PL-003,Pabrik Narogong,AREA 28 BANGKA BLTNG,FB,Retail Bag,104.25,128976119,Pickup,2026-05-13
AREA 2,SMBR,1016,SUMATERA SELATAN,101601,KABUPATEN MUARA ENIM,Monolith,MAT003,Monolith Semen Tecton Khusus,ZLFP,BAG,WH-1016-01,Gudang Sumatera Selatan 01,SD-1016-01,PT Distributor Sumatera Selatan 01,PL-002,Pabrik Baturaja,AREA 27 OGANKOMERING,MB,Retail Bag,136.02,155346537,Pickup,2026-05-13
AREA 3,SBI,1023,JAWA TENGAH,102301,KABUPATEN BANYUMAS,Omnicore,MAT001,Omnicore Semen Portland Tipe I,ZLF,BAG,WH-1023-01,Gudang Jawa Tengah 01,SD-1023-01,PT Distributor Jawa Tengah 01,PL-003,Pabrik Narogong,AREA 42 PURWOKERTO,FB,Retail Bag,15.2,19667690,Delivery,2026-05-13
AREA 5,ST,1028,NUSA TENGGARA TIMUR,102802,KOTA KUPANG,Atlas,MAT004,Atlas Semen Portland Komposit,ZLF,BAG,WH-1028-02,Gudang Nusa Tenggara Timur 02,SD-1028-02,PT Distributor Nusa Tenggara Timur 02,PL-005,Pabrik Pangkep,AREA 90 KUPANG,FB,Retail Bag,16.35,17628586,Pickup,2026-05-13
AREA 5,ST,1032,KALIMANTAN TIMUR,103203,KOTA SAMARINDA,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLF,BAG,WH-1032-02,Gudang Kalimantan Timur 02,SD-1032-01,PT Distributor Kalimantan Timur 01,PL-005,Pabrik Pangkep,AREA 68 SAMARINDA,MB,Retail Bag,26.38,31834882,Delivery,2026-05-13
AREA 2,SMBR,1015,JAMBI,101501,KABUPATEN MUARO JAMBI,Monolith,MAT003,Monolith Semen Tecton Khusus,ZSLF,BAG,WH-1015-02,Gudang Jambi 02,SD-1015-02,PT Distributor Jambi 02,PL-002,Pabrik Baturaja,AREA 19 MUARO JAMBI,MB,Retail Bag,113.71,144153123,Pickup,2026-05-13
AREA 5,ST,1040,MALUKU UTARA,104002,KOTA TERNATE,Atlas,MAT001,Atlas Semen Portland Tipe I,ZSLF,BAG,WH-1040-01,Gudang Maluku Utara 01,SD-1040-02,PT Distributor Maluku Utara 02,PL-005,Pabrik Pangkep,AREA 91 MALUKU UTARA,MB,Retail Bag,136.14,150154932,Delivery,2026-05-13
AREA 5,ST,1043,KALIMANTAN UTARA,104302,KOTA TARAKAN,Atlas,MAT004,Atlas Semen Portland Komposit,ZLF,BAG,WH-1043-01,Gudang Kalimantan Utara 01,SD-1043-03,PT Distributor Kalimantan Utara 03,PL-005,Pabrik Pangkep,AREA 70 TARAKAN,MB,Retail Bag,19.85,24563858,Delivery,2026-05-13
AREA 1,SP,1011,SUMATERA UTARA,101102,KOTA MEDAN,TerraBlock,MAT002,TerraBlock Semen PCC Premium,ZLFP,ZAK,WH-1011-02,Gudang Sumatera Utara 02,SD-1011-01,PT Distributor Sumatera Utara 01,PL-001,Pabrik Indarung,AREA 05 MEDAN,MB,Retail Bag,57.63,74727668,Delivery,2026-05-13
AREA 3,SBI,1023,JAWA TENGAH,102303,KOTA SURAKARTA,Kinetiq,MAT002,Kinetiq Semen PCC Premium,ZSLF,ZAK,WH-1023-02,Gudang Jawa Tengah 02,SD-1023-02,PT Distributor Jawa Tengah 02,PL-003,Pabrik Narogong,AREA 45 SOLO,FB,Retail Bag,86.63,109568497,Pickup,2026-05-13
AREA 5,ST,1033,SULAWESI SELATAN,103301,KABUPATEN MAROS,Atlas,MAT002,Atlas Semen PCC Premium,ZLF,BAG,WH-1033-01,Gudang Sulawesi Selatan 01,SD-1033-02,PT Distributor Sulawesi Selatan 02,PL-005,Pabrik Pangkep,AREA 72 MAKASSAR,FB,Retail Bag,32.98,32539881,Pickup,2026-05-13
AREA 5,ST,1043,KALIMANTAN UTARA,104301,KABUPATEN BULUNGAN,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLFP,ZAK,WH-1043-01,Gudang Kalimantan Utara 01,SD-1043-03,PT Distributor Kalimantan Utara 03,PL-005,Pabrik Pangkep,AREA 70 TARAKAN,FB,Retail Bag,50.08,58626402,Pickup,2026-05-13
AREA 1,SP,1010,ACEH,101002,KOTA BANDA ACEH,Fonda,MAT002,Fonda Semen PCC Premium,ZLFP,ZAK,WH-1010-01,Gudang Aceh 01,SD-1010-03,PT Distributor Aceh 03,PL-001,Pabrik Indarung,AREA 01 BANDA ACEH,FB,Retail Bag,99.37,121947460,Pickup,2026-05-13
AREA 4,SG,1029,KALIMANTAN BARAT,102901,KABUPATEN KUBU RAYA,Vanguard,MAT001,Vanguard Semen Portland Tipe I,ZSLF,ZAK,WH-1029-02,Gudang Kalimantan Barat 02,SD-1029-02,PT Distributor Kalimantan Barat 02,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,FB,Retail Bag,115.21,143861344,Delivery,2026-05-13
AREA 3,SBI,1023,JAWA TENGAH,102302,KOTA SEMARANG,Kinetiq,MAT003,Kinetiq Semen Tecton Khusus,ZLF,BAG,WH-1023-02,Gudang Jawa Tengah 02,SD-1023-01,PT Distributor Jawa Tengah 01,PL-003,Pabrik Narogong,AREA 43 SEMARANG,MB,Retail Bag,39.15,45073160,Pickup,2026-05-13
AREA 4,SG,1023,JAWA TENGAH,102301,KABUPATEN BANYUMAS,Vanguard,MAT001,Vanguard Semen Portland Tipe I,ZLC,BAG,WH-1023-02,Gudang Jawa Tengah 02,SD-1023-03,PT Distributor Jawa Tengah 03,PL-004,Pabrik Tuban,AREA 42 PURWOKERTO,FB,Retail Bag,71.67,80531923,Pickup,2026-05-13
AREA 1,SP,1014,KEPULAUAN RIAU,101402,KOTA BATAM,TerraBlock,MAT004,TerraBlock Semen Portland Komposit,ZLFP,ZAK,WH-1014-01,Gudang Kepulauan Riau 01,SD-1014-03,PT Distributor Kepulauan Riau 03,PL-001,Pabrik Indarung,AREA 16 BATAM,MB,Retail Bag,66.16,70395761,Pickup,2026-05-13
AREA 4,SG,1029,KALIMANTAN BARAT,102901,KABUPATEN KUBU RAYA,Primebase,MAT004,Primebase Semen Portland Komposit,ZSLF,BAG,WH-1029-01,Gudang Kalimantan Barat 01,SD-1029-03,PT Distributor Kalimantan Barat 03,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,MB,Retail Bag,19.88,23501897,Delivery,2026-05-13
AREA 5,ST,1028,NUSA TENGGARA TIMUR,102801,KABUPATEN KUPANG,Atlas,MAT002,Atlas Semen PCC Premium,ZLFP,BAG,WH-1028-02,Gudang Nusa Tenggara Timur 02,SD-1028-01,PT Distributor Nusa Tenggara Timur 01,PL-005,Pabrik Pangkep,AREA 90 KUPANG,FB,Retail Bag,30.42,33687381,Delivery,2026-05-13
AREA 2,SMBR,1019,LAMPUNG,101902,KOTA BANDAR LAMPUNG,Monolith,MAT002,Monolith Semen PCC Premium,ZLF,ZAK,WH-1019-02,Gudang Lampung 02,SD-1019-03,PT Distributor Lampung 03,PL-002,Pabrik Baturaja,AREA 29 BANDAR LMPNG,FB,Retail Bag,71.22,77516061,Pickup,2026-05-13
AREA 1,SP,1018,BENGKULU,101802,KOTA BENGKULU,TerraBlock,MAT003,TerraBlock Semen Tecton Khusus,ZLF,BAG,WH-1018-02,Gudang Bengkulu 02,SD-1018-02,PT Distributor Bengkulu 02,PL-001,Pabrik Indarung,AREA 21 BENGKULU,FB,Retail Bag,69.41,75308392,Pickup,2026-05-13
AREA 1,SP,1014,KEPULAUAN RIAU,101401,KABUPATEN BINTAN,TerraBlock,MAT003,TerraBlock Semen Tecton Khusus,ZLC,BAG,WH-1014-01,Gudang Kepulauan Riau 01,SD-1014-03,PT Distributor Kepulauan Riau 03,PL-001,Pabrik Indarung,AREA 17 KEP. RIAU,MB,Retail Bag,139.48,155411126,Pickup,2026-05-13
AREA 4,SG,1025,JAWA TIMUR,102502,KOTA SURABAYA,Primebase,MAT004,Primebase Semen Portland Komposit,ZLC,ZAK,WH-1025-01,Gudang Jawa Timur 01,SD-1025-01,PT Distributor Jawa Timur 01,PL-004,Pabrik Tuban,AREA 51 SURABAYA,MB,Retail Bag,130.54,162854002,Delivery,2026-05-13
AREA 5,ST,1027,NUSA TENGGARA BARAT,102702,KOTA MATARAM,Atlas,MAT002,Atlas Semen PCC Premium,ZLF,BAG,WH-1027-01,Gudang Nusa Tenggara Barat 01,SD-1027-02,PT Distributor Nusa Tenggara Barat 02,PL-005,Pabrik Pangkep,AREA 86 LOMBOK,MB,Retail Bag,65.63,77016936,Delivery,2026-05-13
AREA 5,ST,1042,PAPUA BARAT,104201,KABUPATEN MANOKWARI,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLC,BAG,WH-1042-01,Gudang Papua Barat 01,SD-1042-01,PT Distributor Papua Barat 01,PL-005,Pabrik Pangkep,AREA 93 MANOKWARI,FB,Retail Bag,29.55,36935076,Delivery,2026-05-13
AREA 1,SP,1012,SUMATERA BARAT,101201,KABUPATEN PADANG PARIAMAN,Fonda,MAT002,Fonda Semen PCC Premium,ZLFP,BAG,WH-1012-01,Gudang Sumatera Barat 01,SD-1012-01,PT Distributor Sumatera Barat 01,PL-001,Pabrik Indarung,AREA 10 PADANG,MB,Retail Bag,123.2,138174467,Pickup,2026-05-13
AREA 2,SMBR,1019,LAMPUNG,101902,KOTA BANDAR LAMPUNG,Monolith,MAT002,Monolith Semen PCC Premium,ZLC,BAG,WH-1019-02,Gudang Lampung 02,SD-1019-01,PT Distributor Lampung 01,PL-002,Pabrik Baturaja,AREA 29 BANDAR LMPNG,MB,Retail Bag,71.95,88877604,Pickup,2026-05-13
AREA 1,SP,1013,RIAU,101301,KABUPATEN KAMPAR,TerraBlock,MAT002,TerraBlock Semen PCC Premium,ZLC,ZAK,WH-1013-02,Gudang Riau 02,SD-1013-03,PT Distributor Riau 03,PL-001,Pabrik Indarung,AREA 15 KAMPAR,FB,Retail Bag,92.91,109733306,Pickup,2026-05-13
AREA 5,ST,1034,SULAWESI BARAT,103403,KABUPATEN POLEWALI MANDAR,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLC,BAG,WH-1034-02,Gudang Sulawesi Barat 02,SD-1034-03,PT Distributor Sulawesi Barat 03,PL-005,Pabrik Pangkep,AREA 75 POLEWALI MDR,MB,Retail Bag,87.94,104268875,Delivery,2026-05-13
AREA 5,ST,1043,KALIMANTAN UTARA,104301,KABUPATEN BULUNGAN,Atlas,MAT002,Atlas Semen PCC Premium,ZLC,ZAK,WH-1043-02,Gudang Kalimantan Utara 02,SD-1043-01,PT Distributor Kalimantan Utara 01,PL-005,Pabrik Pangkep,AREA 70 TARAKAN,MB,Retail Bag,14.93,15153233,Pickup,2026-05-13
AREA 1,SP,1010,ACEH,101001,KABUPATEN ACEH BESAR,Fonda,MAT003,Fonda Semen Tecton Khusus,ZLF,ZAK,WH-1010-02,Gudang Aceh 02,SD-1010-01,PT Distributor Aceh 01,PL-001,Pabrik Indarung,AREA 01 BANDA ACEH,FB,Retail Bag,111.8,142356728,Pickup,2026-05-13
AREA 5,ST,1028,NUSA TENGGARA TIMUR,102801,KABUPATEN KUPANG,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLFP,BAG,WH-1028-02,Gudang Nusa Tenggara Timur 02,SD-1028-03,PT Distributor Nusa Tenggara Timur 03,PL-005,Pabrik Pangkep,AREA 90 KUPANG,MB,Retail Bag,18.75,24313875,Pickup,2026-05-13
AREA 1,SP,1011,SUMATERA UTARA,101101,KABUPATEN DELI SERDANG,Fonda,MAT002,Fonda Semen PCC Premium,ZLF,ZAK,WH-1011-02,Gudang Sumatera Utara 02,SD-1011-03,PT Distributor Sumatera Utara 03,PL-001,Pabrik Indarung,AREA 06 BINJAI,MB,Retail Bag,86.42,103691469,Delivery,2026-05-13
AREA 5,ST,1034,SULAWESI BARAT,103402,KABUPATEN MAMUJU,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLF,ZAK,WH-1034-01,Gudang Sulawesi Barat 01,SD-1034-02,PT Distributor Sulawesi Barat 02,PL-005,Pabrik Pangkep,AREA 76 MAMUJU,FB,Retail Bag,107.26,128567306,Pickup,2026-05-13
AREA 5,ST,1041,PAPUA,104102,KOTA JAYAPURA,Atlas,MAT001,Atlas Semen Portland Tipe I,ZSLF,ZAK,WH-1041-01,Gudang Papua 01,SD-1041-02,PT Distributor Papua 02,PL-005,Pabrik Pangkep,AREA 95 JAYAPURA,MB,Retail Bag,116.48,141316797,Pickup,2026-05-13
AREA 4,SG,1025,JAWA TIMUR,102501,KABUPATEN SIDOARJO,Primebase,MAT003,Primebase Semen Tecton Khusus,ZLFP,ZAK,WH-1025-01,Gudang Jawa Timur 01,SD-1025-03,PT Distributor Jawa Timur 03,PL-004,Pabrik Tuban,AREA 51 SURABAYA,FB,Retail Bag,80.93,98802500,Pickup,2026-05-13
AREA 5,ST,1032,KALIMANTAN TIMUR,103201,KABUPATEN KUTAI KARTANEGARA,Atlas,MAT001,Atlas Semen Portland Tipe I,ZSLF,ZAK,WH-1032-02,Gudang Kalimantan Timur 02,SD-1032-02,PT Distributor Kalimantan Timur 02,PL-005,Pabrik Pangkep,AREA 68 SAMARINDA,MB,Retail Bag,60.14,61912867,Delivery,2026-05-13
AREA 1,SP,1011,SUMATERA UTARA,101101,KABUPATEN DELI SERDANG,TerraBlock,MAT003,TerraBlock Semen Tecton Khusus,ZLC,ZAK,WH-1011-02,Gudang Sumatera Utara 02,SD-1011-02,PT Distributor Sumatera Utara 02,PL-001,Pabrik Indarung,AREA 06 BINJAI,MB,Retail Bag,55.56,62701571,Pickup,2026-05-13
AREA 5,ST,1030,KALIMANTAN SELATAN,103002,KOTA BANJARMASIN,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLFP,BAG,WH-1030-02,Gudang Kalimantan Selatan 02,SD-1030-03,PT Distributor Kalimantan Selatan 03,PL-005,Pabrik Pangkep,AREA 65 BANJARMASIN,MB,Retail Bag,121.13,154378125,Delivery,2026-05-13
AREA 2,SMBR,1019,LAMPUNG,101901,KABUPATEN LAMPUNG SELATAN,Monolith,MAT001,Monolith Semen Portland Tipe I,ZLF,BAG,WH-1019-02,Gudang Lampung 02,SD-1019-03,PT Distributor Lampung 03,PL-002,Pabrik Baturaja,AREA 29 BANDAR LMPNG,FB,Retail Bag,38.48,47041492,Pickup,2026-05-13
AREA 5,ST,1042,PAPUA BARAT,104201,KABUPATEN MANOKWARI,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,BAG,WH-1042-02,Gudang Papua Barat 02,SD-1042-03,PT Distributor Papua Barat 03,PL-005,Pabrik Pangkep,AREA 93 MANOKWARI,FB,Retail Bag,106.08,107749487,Pickup,2026-05-13
